Gross,Lead male,Lead female,Age Lead,Difference in words lead and co-lead,Year,Number words female,Number of male actors,Age women,Number of female actors,Title,Total words,Number words male,Age Co-Lead,Age men,Lead,Number of words lead,Mean Age Male,Mean Age Female
109.0,Jake Taylor,Rachel Phelps,40.0,4178,1989,4692,13,"[35.0, 39.0]",4,Major League,24842,13426,39.0,"[50.0, 41.0, 47.0, 54.0, 40.0, 49.0, 48.0, 31.0, 35.0, 27.0]",Male,6724.0,42.2,37.0
59.0,George Shapiro,Lynne Margulies,55.0,2490,1999,1356,14,"[35.0, 27.0]",4,Man on the Moon,9470,4884,35.0,"[32.0, 39.0, 55.0, 50.0, 9.0, 55.0, 51.0, 48.0, 40.0, 46.0]",Male,3230.0,42.5,31.0
23.0,Larry Lipton,Marcia Fox,58.0,7658,1993,2397,4,"[60.0, 42.0, 51.0, 69.0]",5,Manhattan Murder Mystery,14890,3629,42.0,"[58.0, 64.0, 54.0, 57.0]",Male,8864.0,58.25,55.5
5.0,Sam Rogers,Sarah Robertson,52.0,1904,2011,1107,7,"[33.0, 59.0, 49.0]",4,Margin Call,11613,8004,49.0,"[42.0, 63.0, 34.0, 45.0, 52.0, 25.0, 40.0]",Male,2502.0,43.0,47.0
2.0,Malcolm,Margot,40.0,3186,2007,4886,4,"[14.0, 40.0, 45.0]",4,Margot at the Wedding,13976,3382,38.0,"[54.0, 50.0, 38.0]",Female,5708.0,47.333333333333336,33.0
173.0,John,Jenny,40.0,3797,2008,6367,5,"[6.0, 22.0, 52.0, 39.0, 20.0, 58.0, 54.0, 37.0]",10,Marley & Me,16373,2052,39.0,"[52.0, 56.0, 40.0, 10.0, 36.0]",Male,7954.0,38.8,36.0
3.0,Ted,Lucy,37.0,1103,2011,2404,4,"[37.0, 22.0, 17.0, 25.0]",4,Martha Marcy May Marlene,6489,2073,36.0,"[52.0, 36.0, 23.0]",Female,2012.0,37.0,25.25
82.0,William Parrish,Susan Parrish,61.0,6382,1998,4618,5,[27.0],1,Meet Joe Black,25492,9874,27.0,"[34.0, 70.0, 54.0, 61.0, 35.0]",Male,11000.0,50.8,27.0
41.0,Leonard,Natalie,33.0,7428,2000,3646,3,"[45.0, 33.0]",2,Memento,19518,5230,33.0,"[39.0, 33.0, 49.0]",Male,10642.0,40.333333333333336,39.0
84.0,Sonny Crockett,Isabella,30.0,1368,2006,2047,6,"[26.0, 41.0, 30.0]",3,Miami Vice,7890,3042,41.0,"[52.0, 30.0, 53.0, 35.0, 39.0, 30.0]",Male,2801.0,39.833333333333336,32.333333333333336
48.0,Dr. Peter Mann,Dr. Susan Tyler,30.0,225,1997,0,4,[30.0],1,Mimic,4634,3027,36.0,"[36.0, 29.0, 46.0, 55.0]",Female,1607.0,41.5,30.0
197.0,Chief John Ande,Dr. Iris Hinema,40.0,3102,2002,1710,13,"[72.0, 26.0, 33.0]",3,Minority Report,13788,7971,72.0,"[40.0, 26.0, 73.0, 36.0, 38.0, 42.0, 37.0, 53.0, 44.0, 8.0, 31.0]",Male,4107.0,38.90909090909091,43.666666666666664
37.0,Ben Carson,Angela Carson,42.0,4304,2008,1162,8,"[32.0, 68.0, 10.0]",4,Mirrors,11184,5200,32.0,"[42.0, 42.0, 66.0, 9.0, 73.0, 35.0]",Male,4822.0,44.5,36.666666666666664
126.0,Paul Sheldon,Marcia Sindell,50.0,1916,1990,807,3,"[66.0, 60.0]",2,Misery,4437,1192,66.0,"[70.0, 60.0, 50.0]",Male,2438.0,60.0,63.0
356.0,Ethan Hunt,Max,34.0,4074,1996,1720,11,"[27.0, 59.0, 36.0]",4,Mission: Impossible,15066,8242,59.0,"[57.0, 34.0, 37.0, 52.0, 48.0, 34.0, 58.0, 37.0, 27.0, 59.0]",Male,5104.0,44.3,40.666666666666664
347.0,Ethan Hunt,Nyah Nordoff-Ha,38.0,2278,2000,3346,8,[28.0],1,Mission: Impossible II,19598,10628,28.0,"[54.0, 38.0, 38.0, 45.0, 41.0, 63.0, 35.0, 35.0]",Male,5624.0,43.625,28.0
48.0,Hank Grotowski,Leticia Musgrov,46.0,597,2001,889,5,[35.0],1,Monster's Ball,3164,789,35.0,"[46.0, 32.0, 22.0, 10.0]",Male,1486.0,27.5,35.0
179.0,Ronny Cammareri,Loretta Castori,41.0,2056,1987,3288,9,"[20.0, 41.0, 90.0, 57.0, 56.0, 26.0]",7,Moonstruck,18472,9840,23.0,"[67.0, 70.0, 54.0, 47.0, 69.0, 23.0, 43.0]",Female,5344.0,53.285714285714285,48.333333333333336
17.0,John Brown,Queen Victoria,55.0,694,1997,4068,7,[63.0],4,Mrs Brown,14626,6222,63.0,"[71.0, 70.0, 55.0, 34.0, 48.0, 34.0]",Male,4336.0,52.0,63.0
224.0,Mushu,Mulan,37.0,1566,1998,3560,10,"[35.0, 57.0]",3,Mulan,13484,5330,35.0,"[48.0, 55.0, 61.0, 69.0, 43.0, 37.0, 43.0, 38.0, 66.0, 44.0]",Male,4594.0,50.4,46.0
11.0,Cowboy,Betty,33.0,3960,2001,3274,11,"[33.0, 30.0, 78.0, 23.0, 76.0, 37.0]",6,Mulholland Drive,12458,4096,38.0,"[53.0, 38.0, 32.0, 64.0, 36.0, 38.0, 68.0, 78.0, 37.0]",Female,5088.0,49.333333333333336,46.166666666666664
7.0,Mumford,Sofie Crisp,30.0,7120,1999,7624,10,"[34.0, 17.0, 47.0, 19.0, 35.0]",7,Mumford,27086,8680,35.0,"[44.0, 45.0, 39.0, 52.0, 49.0, 19.0, 30.0, 29.0]",Male,10782.0,38.375,30.4
25.0,Brian Turner,Roberta Guaspar,50.0,10336,1999,4392,8,"[38.0, 10.0, 42.0, 34.0, 41.0, 50.0]",8,Music of the Heart,21738,5136,40.0,"[40.0, 35.0, 12.0, 9.0]",Female,12210.0,24.0,35.833333333333336
2.0,Larsen,Karen Hughes,29.0,466,1995,0,3,[29.0],1,Mute Witness,2173,1013,51.0,"[36.0, 51.0]",Female,1160.0,43.5,29.0
16.0,Colin Clark,Marilyn Monroe,31.0,694,2011,4022,14,"[77.0, 44.0, 21.0, 31.0, 62.0, 34.0, 46.0]",7,My Week with Marilyn,22762,13715,29.0,"[46.0, 63.0, 29.0, 44.0, 63.0, 63.0, 33.0, 48.0, 63.0, 51.0, 51.0, 73.0, 49.0]",Female,5025.0,52.0,45.0
50.0,Mr. Furious,Monica,34.0,1700,1999,2032,10,"[44.0, 28.0, 35.0]",3,Mystery Men,13018,8208,28.0,"[36.0, 48.0, 50.0, 21.0, 34.0, 49.0, 52.0, 47.0, 35.0, 37.0]",Male,2778.0,40.9,35.666666666666664
95.0,Sam Coulson,Josie Geller,24.0,4830,1999,3440,7,"[35.0, 29.0, 24.0, 24.0, 18.0, 26.0]",9,Never Been Kissed,18402,6952,31.0,"[29.0, 34.0, 26.0, 65.0, 31.0, 25.0]",Female,8010.0,35.0,26.0
23.0,John Brennan,Lara Brennan,46.0,1412,2010,1921,8,"[35.0, 29.0, 66.0, 36.0, 26.0]",5,The Next Three Days,6841,2248,36.0,"[58.0, 50.0, 46.0, 45.0, 53.0, 34.0, 44.0]",Male,2672.0,47.142857142857146,38.4
16.0,Gene Watson,Ms. Jones,32.0,2980,1995,4076,5,"[53.0, 31.0, 7.0, 37.0]",4,Nick of Time,14330,5818,37.0,"[32.0, 44.0, 52.0, 75.0]",Male,4436.0,50.75,32.0
157.0,Mayor,Sally,39.0,430,1993,0,4,[39.0],1,The Nightmare Before Christmas,1658,869,41.0,"[41.0, 41.0, 39.0]",Female,789.0,40.333333333333336,39.0
22.0,Guido Contini,Lilli,52.0,2705,2009,2563,4,"[35.0, 42.0, 75.0, 34.0, 30.0]",5,Nine,7167,1078,75.0,"[54.0, 37.0, 52.0, 52.0]",Male,3526.0,48.75,43.2
44.0,Maslow,Mika,33.0,527,2009,381,5,"[33.0, 62.0]",3,Ninja Assassin,7089,4225,42.0,"[37.0, 42.0, 61.0, 27.0]",Female,2483.0,41.75,47.5
45.0,Leon,Ninotchka,38.0,1204,1939,5146,10,[34.0],1,Ninotchka,15363,3867,34.0,"[47.0, 68.0, 55.0, 38.0, 44.0, 53.0, 39.0, 57.0, 38.0, 59.0]",Male,6350.0,49.8,34.0
77.0,Alvin,Emma,30.0,4611,2011,992,3,"[30.0, 52.0, 25.0]",4,No Strings Attached,7927,1668,64.0,"[64.0, 49.0, 33.0]",Female,5267.0,48.666666666666664,35.666666666666664
198.0,William Thacker,Honey,39.0,7520,1999,1988,7,"[35.0, 35.0]",4,Notting Hill,14720,4264,35.0,"[36.0, 41.0, 31.0, 43.0, 28.0, 32.0, 39.0]",Male,8468.0,35.714285714285715,35.0
40.0,Charlie,Betty Sizemore,63.0,481,2000,6649,9,"[31.0, 30.0, 45.0, 39.0, 41.0, 47.0, 29.0, 36.0]",9,Nurse Betty,14390,4082,31.0,"[64.0, 63.0, 32.0, 68.0, 37.0, 38.0, 45.0, 36.0, 35.0]",Male,3659.0,46.44444444444444,37.25
95.0,Jack,Victoria,51.0,3102,2013,5007,1,"[34.0, 32.0]",2,Oblivion,11671,0,32.0,[51.0],Male,6664.0,51.0,33.0
27.0,Ronnie,Mom,27.0,18182,2009,4408,7,"[58.0, 29.0]",4,Observe and Report,31942,7642,58.0,"[21.0, 33.0, 55.0, 40.0, 27.0, 26.0]",Male,19892.0,33.666666666666664,43.5
281.0,Danny Ocean,Tess Ocean,40.0,4176,2001,1046,13,[34.0],1,Ocean's Eleven,20248,13980,34.0,"[40.0, 44.0, 31.0, 63.0, 38.0, 79.0, 45.0, 23.0, 25.0, 26.0]",Male,5222.0,41.4,34.0
176.0,Danny Ocean,Isabel Lahiri,35.0,650,2004,906,13,"[35.0, 37.0]",3,Ocean's Twelve,18760,14624,43.0,"[43.0, 38.0, 47.0, 34.0, 33.0, 66.0, 41.0, 82.0, 48.0, 26.0, 28.0, 29.0]",Female,3230.0,42.916666666666664,36.0
18.0,Peter Gibbons,Joanna,32.0,4384,1999,1420,14,"[30.0, 26.0]",2,Office Space,17148,10082,30.0,"[43.0, 54.0, 40.0, 44.0, 29.0, 33.0, 32.0, 48.0, 32.0, 27.0, 37.0, 51.0]",Male,5646.0,39.166666666666664,28.0
0.0,Julian,Crystal,33.0,745,2013,3228,8,"[53.0, 30.0]",4,Only God Forgives,9715,3411,53.0,[33.0],Male,3076.0,33.0,41.5
177.0,Conrad,Beth,20.0,3048,1980,5940,5,"[44.0, 65.0, 22.0]",4,Ordinary People,19630,5896,44.0,"[20.0, 45.0, 20.0, 18.0]",Male,7794.0,25.75,43.666666666666664
69.0,Jack Foley,Karen Sisco,37.0,3476,1998,6428,14,"[29.0, 33.0]",2,Out of Sight,30354,14432,29.0,"[39.0, 42.0, 44.0, 31.0, 50.0, 37.0, 35.0, 54.0, 34.0, 39.0, 51.0]",Male,9494.0,41.45454545454545,31.0
11.0,Payton,Nadia,55.0,2108,2009,2126,3,[28.0],1,Pandorum,10265,3905,28.0,"[27.0, 55.0, 55.0]",Male,4234.0,45.666666666666664,28.0
61.0,Norman Babcock,Courtney Babcoc,16.0,3760,2012,3324,7,"[27.0, 87.0, 39.0, 40.0, 39.0]",5,ParaNorman,14073,5509,27.0,"[23.0, 41.0, 37.0, 16.0, 50.0]",Male,5240.0,33.4,46.4
41.0,Paul,Ruth Buggs,29.0,3305,2011,1884,10,[38.0],1,Paul,15570,8497,38.0,"[39.0, 41.0, 49.0, 33.0, 23.0, 48.0, 41.0, 29.0]",Male,5189.0,37.875,38.0
19.0,Charlie,Sam,20.0,3140,2012,2767,6,"[23.0, 50.0, 24.0, 45.0, 22.0]",5,The Perks of Being a Wallflower,9847,2462,22.0,"[20.0, 25.0, 24.0, 51.0, 20.0, 24.0]",Male,4618.0,27.333333333333332,32.8
126.0,Louis Creed,Ellie Creed,30.0,1854,1989,2321,3,"[9.0, 32.0]",2,Pet Sematary,5845,467,9.0,"[3.0, 30.0, 30.0]",Male,3057.0,21.0,20.5
162.0,Joe Miller,Sarah Beckett,39.0,6712,1993,816,12,"[24.0, 37.0, 30.0, 63.0]",4,Philadelphia,13556,5664,63.0,"[45.0, 64.0, 71.0, 42.0, 39.0, 57.0, 67.0, 62.0]",Male,7076.0,55.875,38.5
69.0,Stu Shepard,Kelly Shepard,26.0,9604,2002,1464,5,"[33.0, 29.0]",3,Phone Booth,13776,1980,29.0,"[47.0, 40.0, 38.0, 30.0, 26.0]",Male,10332.0,36.2,31.0
48.0,Wladyslaw Szpil,Dorota,29.0,2082,2002,2578,10,"[28.0, 56.0]",6,The Pianist,10506,5124,28.0,"[74.0, 76.0, 45.0, 28.0, 30.0, 29.0, 30.0, 37.0, 29.0]",Male,2804.0,42.0,42.0
84.0,Alisdair Stewar,Flora Mcgrath,46.0,1894,1993,3470,4,"[45.0, 11.0, 52.0]",4,The Piano,9110,2082,11.0,"[46.0, 54.0, 52.0]",Male,3558.0,50.666666666666664,36.0
105.0,Saul Silver,Angie Anderson,30.0,7654,2008,1602,10,"[22.0, 44.0, 46.0, 56.0]",4,Pineapple Express,14648,4676,22.0,"[39.0, 37.0, 38.0, 30.0, 32.0, 59.0, 30.0, 41.0, 52.0]",Male,8370.0,39.77777777777778,42.0
63.0,William J. John,Carolyn Fry,27.0,330,2000,486,5,"[27.0, 28.0]",2,Pitch Black,12286,7856,25.0,"[39.0, 42.0, 33.0, 25.0]",Female,3944.0,34.75,27.5
75.0,David,Jennifer,23.0,3282,1998,3990,11,"[43.0, 22.0, 18.0, 24.0, 45.0, 40.0]",7,Pleasantville,17666,7660,22.0,"[55.0, 43.0, 23.0, 48.0, 14.0, 20.0]",Male,6016.0,33.833333333333336,32.0
89.0,Roach,Tyler,28.0,864,1991,122,4,"[30.0, 28.0]",2,Point Break,2276,886,29.0,"[28.0, 24.0, 29.0]",Female,1268.0,27.0,29.0
33.0,The Postman,Ponytail,42.0,7251,1997,736,10,[13.0],2,The Postman,15785,7374,13.0,"[23.0, 47.0, 22.0, 43.0, 37.0, 44.0, 27.0, 50.0, 47.0, 42.0]",Male,7675.0,38.2,13.0
55.0,Mr. Wicher,Precious,26.0,9404,2009,7110,1,"[42.0, 34.0, 39.0, 26.0, 23.0]",9,Precious,16742,114,47.0,[47.0],Female,9518.0,47.0,32.8
52.0,Mr. Darcy,Elizabeth Benne,20.0,2996,2005,7123,7,"[31.0, 20.0, 26.0, 20.0, 71.0, 21.0, 20.0, 59.0, 59.0, 66.0]",10,Pride & Prejudice,18434,5669,31.0,"[70.0, 25.0, 38.0, 31.0, 55.0, 24.0]",Female,5642.0,40.5,39.3
31.0,Priest,Priestess,40.0,2749,2011,1814,8,"[22.0, 32.0, 41.0]",3,Priest,11874,6181,32.0,"[29.0, 82.0, 40.0, 61.0]",Male,3879.0,53.0,31.666666666666668
48.0,Sam Winters,Autumn Haley,53.0,5074,1993,4194,18,"[27.0, 24.0, 25.0]",4,The Program,23950,13004,27.0,"[49.0, 27.0, 24.0, 20.0, 29.0, 33.0, 60.0, 53.0, 24.0]",Male,6752.0,35.44444444444444,25.333333333333332
45.0,Lestat De Lionc,Jesse Reeves,25.0,166,2002,1642,9,"[25.0, 47.0, 30.0]",4,Queen of the Damned,15580,9818,30.0,"[43.0, 57.0, 30.0, 52.0, 38.0, 25.0, 44.0, 55.0]",Female,4120.0,43.0,34.0
15.0,Paul,Kym,26.0,4990,2008,756,5,"[58.0, 26.0]",4,Rachel Getting Married,14298,5774,58.0,"[58.0, 26.0]",Female,7768.0,42.0,42.0
12.0,Daddy Hillyer,Mother,60.0,3928,1991,8582,6,"[13.0, 56.0]",2,Rambling Rose,25982,5844,56.0,"[60.0, 31.0, 49.0, 46.0]",Male,11556.0,46.5,34.5
41.0,Michael Berg,Hanna Schmitz,46.0,2872,2008,4582,8,"[48.0, 33.0, 53.0, 27.0, 24.0, 58.0, 21.0]",7,The Reader,14170,4778,33.0,"[28.0, 26.0, 59.0, 46.0, 68.0, 67.0, 50.0, 45.0]",Male,4810.0,48.625,37.714285714285715
30.0,L.B. 'Jeff' Jef,Lisa Carol Frem,46.0,4878,1954,8528,2,"[25.0, 52.0]",2,Rear Window,18744,242,25.0,"[46.0, 37.0]",Male,9974.0,41.5,38.5
41.0,Solomon,Valerie,26.0,1362,2011,5762,10,"[70.0, 40.0, 50.0, 26.0]",10,Red Riding Hood,18687,8765,53.0,"[37.0, 45.0, 35.0, 26.0, 53.0]",Female,4160.0,39.2,46.5
37.0,Rudy Duncan,Cocktail Waitre,28.0,8268,2000,124,7,[24.0],1,Reindeer Games,19058,10542,24.0,"[45.0, 56.0, 56.0, 61.0, 32.0, 34.0, 28.0]",Male,8392.0,44.57142857142857,24.0
21.0,Tyler Hawkins,Ally Craig,24.0,755,2010,3750,3,"[29.0, 12.0, 55.0, 53.0]",5,Remember Me,7522,960,29.0,"[57.0, 43.0, 24.0]",Male,2812.0,41.333333333333336,37.25
57.0,Wilbur,Miss Bianca,40.0,1442,1990,1012,12,[71.0],1,The Rescuers Down Under,10942,7476,71.0,"[61.0, 63.0, 10.0, 63.0, 59.0, 44.0, 44.0, 77.0, 63.0, 28.0, 37.0, 40.0]",Male,2454.0,49.083333333333336,71.0
27.0,Frank Wheeler,Mrs. Givings,34.0,5306,2008,2930,6,"[25.0, 35.0, 60.0]",4,Revolutionary Road,13302,3246,60.0,"[34.0, 49.0, 34.0, 75.0, 34.0, 52.0]",Male,7126.0,46.333333333333336,40.0
112.0,Jack Frost,Tooth,32.0,1332,2012,931,5,[36.0],1,Rise of the Guardians,7344,4150,36.0,"[32.0, 13.0, 54.0, 40.0]",Male,2263.0,34.75,36.0
40.0,Stephen,Sara Matthews,31.0,4385,2011,6383,3,"[32.0, 22.0, 22.0, 25.0, 31.0, 22.0]",6,The Roommate,14014,1839,29.0,"[28.0, 29.0]",Female,5792.0,28.5,25.666666666666668
21.0,Jeff,Stacy,26.0,3924,2008,4648,6,[26.0],1,The Ruins,18864,5644,26.0,"[29.0, 26.0, 63.0, 26.0]",Male,8572.0,36.0,26.0
260.0,Ike Graham,Maggie Carpente,32.0,332,1999,3988,6,"[32.0, 34.0, 43.0, 76.0, 32.0, 37.0, 43.0]",9,Runaway Bride,20454,9166,50.0,"[63.0, 35.0, 50.0, 46.0, 71.0]",Female,7300.0,53.0,42.42857142857143
28.0,Niki Lauda,Suzy Miller,35.0,2368,2013,999,10,"[35.0, 31.0, 29.0]",3,Rush,9147,5257,29.0,"[45.0, 44.0, 30.0, 40.0, 67.0, 35.0, 43.0, 66.0]",Male,2891.0,46.25,31.666666666666668
261.0,Carter,Johnson,26.0,4103,1998,467,7,[39.0],1,Rush Hour,7316,2279,39.0,"[42.0, 67.0, 26.0, 33.0, 44.0, 28.0]",Male,4570.0,40.0,39.0
347.0,Carter,Isabella Molina,29.0,8044,2001,1626,5,"[22.0, 28.0]",3,Rush Hour 2,16402,5516,28.0,"[63.0, 29.0, 37.0, 47.0, 49.0]",Male,9260.0,45.0,25.0
2.0,Martial,Stephanie,37.0,3147,2012,1721,6,[37.0],3,Rust and Bone,9007,2872,47.0,[47.0],Female,4414.0,47.0,37.0
68.0,Older Benny,Mom,27.0,1436,1993,340,12,[42.0],1,The Sandlot,8772,6656,42.0,"[13.0, 36.0, 14.0, 14.0, 12.0, 62.0, 31.0, 27.0, 12.0, 50.0, 13.0, 11.0]",Male,1776.0,24.583333333333332,42.0
89.0,Walt Disney,P.L. Travers,54.0,5090,2013,1855,6,"[41.0, 31.0, 54.0, 63.0]",5,Saving Mr. Banks,17065,6589,57.0,"[54.0, 46.0, 34.0, 34.0, 57.0]",Female,8621.0,45.0,47.25
77.0,Dr. Lawrence Go,Alison Gordon,42.0,8402,2004,2916,4,"[33.0, 34.0, 37.0, 10.0, 36.0]",5,Saw,16106,3426,33.0,"[58.0, 34.0, 42.0, 50.0]",Male,9764.0,46.0,30.0
34.0,Scott Pilgrim,Ramona Flowers,22.0,5121,2010,6935,8,"[21.0, 26.0, 25.0, 25.0, 26.0, 22.0, 25.0]",7,Scott Pilgrim vs. the World,20247,4972,26.0,"[22.0, 30.0, 29.0, 22.0, 30.0, 31.0, 28.0, 24.0]",Male,8340.0,27.0,24.285714285714285
143.0,Detective #2,Gale Weathers,36.0,1108,2000,3910,7,"[44.0, 32.0, 36.0, 32.0, 28.0, 27.0]",6,Scream 3,15060,7712,27.0,"[27.0, 29.0, 30.0, 28.0, 28.0, 22.0, 36.0]",Female,3438.0,28.571428571428573,33.166666666666664
200.0,Somerset,Tracy,58.0,7276,1995,1562,13,[23.0],1,Se7en,20310,9910,23.0,"[35.0, 31.0, 44.0, 48.0, 37.0, 40.0, 32.0, 51.0, 58.0, 53.0]",Male,8838.0,42.9,23.0
85.0,Edward Ferrars,Elinor Dashwood,36.0,3602,1995,17658,7,"[39.0, 36.0, 45.0, 34.0, 20.0, 53.0, 66.0]",8,Sense and Sensibility,33402,9614,35.0,"[49.0, 35.0, 43.0, 29.0, 30.0, 70.0, 47.0]",Female,6130.0,43.285714285714285,41.857142857142854
34.0,Mal,Zo�,34.0,8732,2005,7650,10,"[26.0, 23.0, 24.0, 35.0, 36.0]",5,Serenity,28612,10148,36.0,"[31.0, 34.0, 27.0, 60.0, 30.0, 28.0, 34.0]",Male,10814.0,34.857142857142854,28.8
6.0,Mark,Cheryl,53.0,1951,2012,4496,5,"[49.0, 39.0, 43.0, 37.0]",5,The Sessions,10920,1585,49.0,"[62.0, 56.0, 53.0, 49.0]",Male,4839.0,55.0,42.0
185.0,Mr. Big,Carrie Bradshaw,43.0,9494,2008,13530,6,"[54.0, 43.0, 43.0, 62.0, 27.0, 42.0, 52.0]",10,Sex and the City,29954,4770,54.0,"[48.0, 47.0, 54.0, 37.0, 44.0, 44.0]",Female,11654.0,45.666666666666664,46.142857142857146
54.0,Graham Dalton,Cynthia Patrice,29.0,2466,1989,4280,2,[27.0],1,"Sex, Lies, and Videotape",14760,3734,27.0,"[29.0, 34.0]",Male,6746.0,31.5,27.0
185.0,Will Shakespear,Viola De Lessep,28.0,3038,1998,4664,12,"[46.0, 42.0, 64.0, 26.0]",5,Shakespeare in Love,18248,7728,26.0,"[36.0, 50.0, 38.0, 26.0, 47.0, 37.0, 19.0, 49.0, 28.0]",Male,5856.0,36.666666666666664,44.5
5.0,David Stephens,Juliet Miller,30.0,332,1994,2012,5,[28.0],1,Shallow Grave,5422,1066,28.0,"[30.0, 39.0, 41.0, 65.0]",Male,2344.0,43.75,28.0
4.0,David,Sissy,33.0,817,2011,1937,2,"[27.0, 26.0]",3,Shame,4246,225,26.0,"[33.0, 51.0]",Male,2084.0,42.0,26.5
17.0,Quoyle,Wavey Prowse,42.0,3668,2001,5228,9,"[32.0, 47.0, 41.0]",4,The Shipping News,18864,6376,41.0,"[56.0, 34.0, 71.0, 91.0, 28.0, 60.0, 42.0, 55.0]",Male,7260.0,54.625,40.0
411.0,Shrek,Princess Fiona,38.0,3356,2001,3288,4,[29.0],1,Shrek,12592,2660,29.0,"[33.0, 56.0, 38.0]",Male,6644.0,42.333333333333336,29.0
405.0,Shrek,Princess Fiona,44.0,1689,2007,1141,8,"[35.0, 35.0, 36.0]",3,Shrek the Third,7446,3996,35.0,"[46.0, 39.0, 68.0, 64.0, 48.0, 47.0, 44.0]",Male,2309.0,50.857142857142854,35.333333333333336
100.0,Jack,Maya,44.0,7930,2004,4728,5,"[34.0, 43.0, 33.0, 39.0]",5,Sideways,27072,11324,43.0,"[36.0, 44.0, 37.0, 54.0, 20.0]",Male,11020.0,38.2,37.25
75.0,Anthony 'Hub' H,Elise Kraft,44.0,3230,1998,5916,10,"[40.0, 32.0]",2,The Siege,20260,5658,40.0,"[44.0, 56.0, 34.0, 38.0, 43.0, 43.0, 32.0, 58.0]",Male,8686.0,43.5,36.0
14.0,Viktor Taransky,Elaine Christia,62.0,6394,2002,9172,11,"[43.0, 30.0, 15.0, 31.0, 24.0]",7,S1m0ne,25458,5766,43.0,"[63.0, 32.0, 41.0, 42.0, 22.0, 47.0, 53.0, 62.0]",Male,10520.0,45.25,28.6
100.0,Sam Rawson,Hedra Carlson,30.0,2315,1992,0,3,[30.0],1,Single White Female,5171,2063,31.0,"[43.0, 41.0, 31.0]",Female,3108.0,38.333333333333336,30.0
13.0,Paul,Ouisa,49.0,1364,1993,1789,8,"[23.0, 45.0, 49.0, 23.0]",4,Six Degrees of Separation,19960,11787,25.0,"[45.0, 58.0, 54.0, 30.0, 47.0, 25.0, 28.0, 19.0]",Female,6384.0,38.25,35.0
503.0,Dr. Malcolm Cro,Lynn Sear,44.0,3506,1999,1686,5,[27.0],2,The Sixth Sense,10456,3776,27.0,"[11.0, 29.0, 44.0, 13.0, 33.0]",Male,4994.0,26.0,27.0
266.0,Sam Baldwin,Becky,37.0,2143,1993,2277,5,"[51.0, 31.0, 41.0, 11.0, 37.0, 28.0]",6,Sleepless in Seattle,7350,2276,31.0,"[46.0, 9.0, 37.0, 40.0]",Male,2797.0,33.0,33.166666666666664
172.0,Ichabod Crane,Katrina Van Tas,36.0,4418,1999,3058,7,"[19.0, 41.0]",2,Sleepy Hollow,12470,2918,19.0,"[31.0, 55.0, 53.0, 36.0, 31.0, 83.0, 14.0]",Male,6494.0,43.285714285714285,30.0
48.0,Karl Childers,Linda Wheatley,41.0,3708,1996,4176,14,"[34.0, 21.0]",6,Sling Blade,28970,18496,34.0,"[41.0, 53.0, 40.0, 14.0, 43.0, 60.0, 41.0, 35.0, 32.0, 48.0]",Male,6298.0,40.7,27.5
170.0,Prem,Older Latika,52.0,5296,2008,1068,11,[24.0],2,Slumdog Millionaire,17460,10182,24.0,"[55.0, 40.0, 18.0, 41.0, 52.0, 10.0]",Male,6210.0,36.0,24.0
169.0,The Huntsman,Snow White,29.0,1545,2012,5894,15,"[37.0, 47.0, 22.0]",6,Snow White and the Huntsman,15440,5280,22.0,"[70.0, 59.0, 49.0, 45.0, 44.0, 47.0, 25.0, 38.0, 70.0, 40.0, 29.0, 26.0]",Male,4266.0,45.166666666666664,35.333333333333336
106.0,Mark Zuckerberg,Erica Albright,27.0,5205,2010,1816,15,"[25.0, 34.0]",4,The Social Network,20670,12771,25.0,"[24.0, 25.0, 27.0, 27.0, 44.0, 69.0, 27.0, 57.0, 41.0, 53.0, 29.0, 64.0, 28.0]",Male,6083.0,39.61538461538461,29.5
27.0,Church,Sandra,33.0,44,1998,1412,8,"[33.0, 33.0]",4,Soldier,9480,6150,54.0,"[54.0, 35.0, 35.0, 9.0, 34.0, 41.0, 47.0]",Female,1918.0,36.42857142857143,33.0
22.0,Det. Mike Keega,Claire Gregory,38.0,1956,1987,5248,8,"[31.0, 33.0, 48.0, 46.0]",5,Someone to Watch Over Me,14376,4274,31.0,"[38.0, 52.0, 41.0, 35.0, 43.0, 9.0, 29.0]",Male,4854.0,35.285714285714285,39.5
60.0,Colter Stevens,Colleen Goodwin,31.0,4409,2011,3212,5,[38.0],1,Source Code,13947,3114,38.0,"[31.0, 29.0, 46.0, 33.0]",Male,7621.0,34.75,38.0
68.0,Dr. Norman Good,Dr. Elizabeth ',61.0,1822,1998,6206,5,[40.0],2,Sphere,24656,10840,40.0,"[57.0, 50.0, 61.0, 31.0, 48.0]",Male,7610.0,49.4,40.0
92.0,Kevin Dolenz,Leslie Hunter,23.0,102,1985,7372,5,"[27.0, 23.0, 23.0, 23.0, 26.0]",6,St. Elmo's Fire,14751,4808,23.0,"[21.0, 23.0, 23.0, 66.0]",Male,2571.0,33.25,24.4
515.0,Obi-Wan Kenobi,Padme,34.0,1620,2005,1688,10,"[28.0, 24.0]",2,Star Wars: Episode III - Revenge of the Sith,10129,5260,24.0,"[59.0, 33.0, 40.0, 57.0, 34.0, 50.0, 61.0, 61.0]",Male,3181.0,49.375,26.0
